School Year,Level,Division Number,Division Name,School Number,School Name,Subject,Race,Grade,Test Level,Test Source,Test,Pass Count,Total Count,Pass Rate
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,52,59,88.14
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,13,37,35.14
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,78,89,87.64
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,18,30,60.00
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,83,97,85.57
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,8,13,61.54
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,181,195,92.82
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,10,21,47.62
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,76,102,74.51
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,12,25,48.00
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,12,20,60.00
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,53,61,86.89
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,6,11,54.55
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,149,168,88.69
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2012-2013,School,2,Albemarle County,150,Paul H. Cale Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,40,45,88.89
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2012-2013,School,2,Albemarle County,540,Red Hill Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,11,22,50.00
2012-2013,School,2,Albemarle County,30,Scottsville Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2012-2013,School,2,Albemarle County,30,Scottsville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,10,19,52.63
2012-2013,School,2,Albemarle County,920,Stone Robinson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2012-2013,School,2,Albemarle County,920,Stone Robinson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,36,49,73.47
2012-2013,School,2,Albemarle County,240,Stony Point Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2012-2013,School,2,Albemarle County,240,Stony Point Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,19,22,86.36
2012-2013,School,2,Albemarle County,910,Virginia L. Murray Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2012-2013,School,2,Albemarle County,910,Virginia L. Murray Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,39,42,92.86
2012-2013,School,2,Albemarle County,930,Woodbrook Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2012-2013,School,2,Albemarle County,930,Woodbrook Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,19,21,90.48
2012-2013,Division,2,Albemarle County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,43,94,45.74
2012-2013,Division,2,Albemarle County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,55,116,47.41
2012-2013,Division,2,Albemarle County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,518,662,78.25
2012-2013,Division,2,Albemarle County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,578,670,86.27
2012-2013,School,104,Charlottesville City,100,Buford Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,37,85,43.53
2012-2013,School,104,Charlottesville City,100,Buford Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,97,109,88.99
2012-2013,School,104,Charlottesville City,70,Burnley-Moran Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,8,12,66.67
2012-2013,School,104,Charlottesville City,70,Burnley-Moran Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,31,32,96.88
2012-2013,School,104,Charlottesville City,50,Clark Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,20,<50
2012-2013,School,104,Charlottesville City,50,Clark Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2012-2013,School,104,Charlottesville City,90,Greenbrier Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,12,16,75.00
2012-2013,School,104,Charlottesville City,90,Greenbrier Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,29,30,96.67
2012-2013,School,104,Charlottesville City,120,Jackson-Via Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,17,<50
2012-2013,School,104,Charlottesville City,120,Jackson-Via Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,10,10,100.00
2012-2013,School,104,Charlottesville City,10,Johnson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,9,18,50.00
2012-2013,School,104,Charlottesville City,10,Johnson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,13,14,92.86
2012-2013,School,104,Charlottesville City,40,Venable Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,12,14,85.71
2012-2013,School,104,Charlottesville City,40,Venable Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,34,36,94.44
2012-2013,Division,104,Charlottesville City,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,55,99,55.56
2012-2013,Division,104,Charlottesville City,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,37,90,41.11
2012-2013,Division,104,Charlottesville City,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,124,131,94.66
2012-2013,Division,104,Charlottesville City,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,97,110,88.18
2012-2013,School,32,Fluvanna County,300,Carysbrook Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,19,37,51.35
2012-2013,School,32,Fluvanna County,300,Carysbrook Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,166,202,82.18
2012-2013,School,32,Fluvanna County,260,Fluvanna County High,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,25,37,67.57
2012-2013,School,32,Fluvanna County,260,Fluvanna County High,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,157,198,79.29
2012-2013,Division,32,Fluvanna County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,19,38,50.00
2012-2013,Division,32,Fluvanna County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,25,37,67.57
2012-2013,Division,32,Fluvanna County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,166,202,82.18
2012-2013,Division,32,Fluvanna County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,157,199,78.89
2012-2013,School,39,Greene County,20,Nathanael Greene Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2012-2013,School,39,Greene County,20,Nathanael Greene Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,82,115,71.30
2012-2013,School,39,Greene County,30,Ruckersville Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2012-2013,School,39,Greene County,30,Ruckersville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,46,62,74.19
2012-2013,School,39,Greene County,71,William Monroe Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,10,18,55.56
2012-2013,School,39,Greene County,71,William Monroe Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,132,185,71.35
2012-2013,Division,39,Greene County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,15,<50
2012-2013,Division,39,Greene County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,11,19,57.89
2012-2013,Division,39,Greene County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,128,177,72.32
2012-2013,Division,39,Greene County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,132,185,71.35
2012-2013,School,54,Louisa County,660,Jouett Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2012-2013,School,54,Louisa County,660,Jouett Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,53,65,81.54
2012-2013,School,54,Louisa County,601,Louisa County Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,26,71,36.62
2012-2013,School,54,Louisa County,601,Louisa County Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,149,214,69.63
2012-2013,School,54,Louisa County,80,Moss-Nuckols Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,15,26,57.69
2012-2013,School,54,Louisa County,80,Moss-Nuckols Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,57,65,87.69
2012-2013,School,54,Louisa County,610,Thomas Jefferson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,6,23,26.09
2012-2013,School,54,Louisa County,610,Thomas Jefferson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,39,57,68.42
2012-2013,School,54,Louisa County,641,Trevilians Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2012-2013,School,54,Louisa County,641,Trevilians Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,34,44,77.27
2012-2013,Division,54,Louisa County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,31,67,46.27
2012-2013,Division,54,Louisa County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,26,73,35.62
2012-2013,Division,54,Louisa County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,183,235,77.87
2012-2013,Division,54,Louisa County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,150,215,69.77
2012-2013,School,62,Nelson County,730,Nelson Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,18,<50
2012-2013,School,62,Nelson County,730,Nelson Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,84,116,72.41
2012-2013,School,62,Nelson County,10,Rockfish River Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2012-2013,School,62,Nelson County,10,Rockfish River Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,52,66,78.79
2012-2013,School,62,Nelson County,20,Tye River Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,6,12,50.00
2012-2013,School,62,Nelson County,20,Tye River Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,33,45,73.33
2012-2013,Division,62,Nelson County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,16,<50
2012-2013,Division,62,Nelson County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,18,<50
2012-2013,Division,62,Nelson County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,85,111,76.58
2012-2013,Division,62,Nelson County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,84,116,72.41
2013-2014,School,2,Albemarle County,160,Agnor-Hurt Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,15,<50
2013-2014,School,2,Albemarle County,160,Agnor-Hurt Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,21,34,61.76
2013-2014,School,2,Albemarle County,1060,Albemarle County Community Public Charter,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,7,10,70.00
2013-2014,School,2,Albemarle County,1053,Baker-Butler Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2013-2014,School,2,Albemarle County,1053,Baker-Butler Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,46,59,77.97
2013-2014,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2013-2014,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2013-2014,School,2,Albemarle County,100,Broadus Wood Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,40,45,88.89
2013-2014,School,2,Albemarle County,941,Brownsville Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2013-2014,School,2,Albemarle County,941,Brownsville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,87,102,85.29
2013-2014,School,2,Albemarle County,340,Crozet Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2013-2014,School,2,Albemarle County,340,Crozet Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,38,46,82.61
2013-2014,School,2,Albemarle County,10,Hollymead Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2013-2014,School,2,Albemarle County,10,Hollymead Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,51,53,96.23
2013-2014,School,2,Albemarle County,950,Jack Jouett Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,21,40,52.50
2013-2014,School,2,Albemarle County,950,Jack Jouett Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,113,135,83.70
2013-2014,School,2,Albemarle County,69,Jackson P. Burley Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,20,40,50.00
2013-2014,School,2,Albemarle County,69,Jackson P. Burley Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,82,103,79.61
2013-2014,School,2,Albemarle County,942,Joseph T. Henley Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,7,13,53.85
2013-2014,School,2,Albemarle County,942,Joseph T. Henley Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,208,228,91.23
2013-2014,School,2,Albemarle County,20,Leslie H. Walton Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,7,13,53.85
2013-2014,School,2,Albemarle County,20,Leslie H. Walton Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,48,71,67.61
2013-2014,School,2,Albemarle County,40,Mary Carr Greer Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,18,<50
2013-2014,School,2,Albemarle County,40,Mary Carr Greer Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,5,10,50.00
2013-2014,School,2,Albemarle County,250,Meriwether Lewis Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,50,65,76.92
2013-2014,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,<,10,<50
2013-2014,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,133,144,92.36
2013-2014,School,2,Albemarle County,150,Paul H. Cale Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,7,11,63.64
2013-2014,School,2,Albemarle County,150,Paul H. Cale Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,38,50,76.00
2013-2014,School,2,Albemarle County,540,Red Hill Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2013-2014,School,2,Albemarle County,540,Red Hill Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,11,16,68.75
2013-2014,School,2,Albemarle County,30,Scottsville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,23,31,74.19
2013-2014,School,2,Albemarle County,920,Stone Robinson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,12,<50
2013-2014,School,2,Albemarle County,920,Stone Robinson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,33,56,58.93
2013-2014,School,2,Albemarle County,240,Stony Point Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2013-2014,School,2,Albemarle County,240,Stony Point Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,25,33,75.76
2013-2014,School,2,Albemarle County,910,Virginia L. Murray Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2013-2014,School,2,Albemarle County,910,Virginia L. Murray Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,29,29,100.00
2013-2014,School,2,Albemarle County,930,Woodbrook Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2013-2014,School,2,Albemarle County,930,Woodbrook Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,19,20,95.00
2013-2014,Division,2,Albemarle County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,38,93,40.86
2013-2014,Division,2,Albemarle County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,58,116,50.00
2013-2014,Division,2,Albemarle County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,519,659,78.76
2013-2014,Division,2,Albemarle County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,593,696,85.20
2013-2014,School,104,Charlottesville City,100,Buford Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,42,93,45.16
2013-2014,School,104,Charlottesville City,100,Buford Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,76,82,92.68
2013-2014,School,104,Charlottesville City,70,Burnley-Moran Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,13,20,65.00
2013-2014,School,104,Charlottesville City,70,Burnley-Moran Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,30,32,93.75
2013-2014,School,104,Charlottesville City,50,Clark Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,13,29,44.83
2013-2014,School,104,Charlottesville City,50,Clark Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,10,10,100.00
2013-2014,School,104,Charlottesville City,90,Greenbrier Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2013-2014,School,104,Charlottesville City,90,Greenbrier Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,25,27,92.59
2013-2014,School,104,Charlottesville City,120,Jackson-Via Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,10,22,45.45
2013-2014,School,104,Charlottesville City,120,Jackson-Via Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2013-2014,School,104,Charlottesville City,10,Johnson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,18,<50
2013-2014,School,104,Charlottesville City,10,Johnson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,18,18,100.00
2013-2014,School,104,Charlottesville City,40,Venable Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,9,12,75.00
2013-2014,School,104,Charlottesville City,40,Venable Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,37,41,90.24
2013-2014,Division,104,Charlottesville City,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,58,115,50.43
2013-2014,Division,104,Charlottesville City,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,42,96,43.75
2013-2014,Division,104,Charlottesville City,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,125,134,93.28
2013-2014,Division,104,Charlottesville City,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,76,83,91.57
2013-2014,School,32,Fluvanna County,300,Carysbrook Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,25,45,55.56
2013-2014,School,32,Fluvanna County,300,Carysbrook Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,140,199,70.35
2013-2014,School,32,Fluvanna County,260,Fluvanna County High,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,17,41,41.46
2013-2014,School,32,Fluvanna County,260,Fluvanna County High,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,161,224,71.88
2013-2014,Division,32,Fluvanna County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,25,46,54.35
2013-2014,Division,32,Fluvanna County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,17,41,41.46
2013-2014,Division,32,Fluvanna County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,140,200,70.00
2013-2014,Division,32,Fluvanna County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,161,226,71.24
2013-2014,School,39,Greene County,20,Nathanael Greene Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,>50
2013-2014,School,39,Greene County,20,Nathanael Greene Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,67,123,54.47
2013-2014,School,39,Greene County,30,Ruckersville Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,13,<50
2013-2014,School,39,Greene County,30,Ruckersville Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,43,73,58.90
2013-2014,School,39,Greene County,71,William Monroe Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,11,21,52.38
2013-2014,School,39,Greene County,71,William Monroe Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,103,167,61.68
2013-2014,Division,39,Greene County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,8,22,36.36
2013-2014,Division,39,Greene County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,12,22,54.55
2013-2014,Division,39,Greene County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,110,198,55.56
2013-2014,Division,39,Greene County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,104,168,61.90
2013-2014,School,54,Louisa County,660,Jouett Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,15,<50
2013-2014,School,54,Louisa County,660,Jouett Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,70,88,79.55
2013-2014,School,54,Louisa County,601,Louisa County Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,38,67,56.72
2013-2014,School,54,Louisa County,601,Louisa County Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,189,256,73.83
2013-2014,School,54,Louisa County,80,Moss-Nuckols Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,11,22,50.00
2013-2014,School,54,Louisa County,80,Moss-Nuckols Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,57,74,77.03
2013-2014,School,54,Louisa County,610,Thomas Jefferson Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2013-2014,School,54,Louisa County,610,Thomas Jefferson Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,39,63,61.90
2013-2014,School,54,Louisa County,641,Trevilians Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2013-2014,School,54,Louisa County,641,Trevilians Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,30,44,68.18
2013-2014,Division,54,Louisa County,,,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,21,55,38.18
2013-2014,Division,54,Louisa County,,,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,38,68,55.88
2013-2014,Division,54,Louisa County,,,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,196,272,72.06
2013-2014,Division,54,Louisa County,,,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,189,260,72.69
2013-2014,School,62,Nelson County,730,Nelson Middle,English:Reading,"Black, not of Hispanic origin",8,Grade 8,SOL,English Reading,14,21,66.67
2013-2014,School,62,Nelson County,730,Nelson Middle,English:Reading,"White, not of Hispanic origin",8,Grade 8,SOL,English Reading,80,106,75.47
2013-2014,School,62,Nelson County,10,Rockfish River Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,<,<50
2013-2014,School,62,Nelson County,10,Rockfish River Elementary,English:Reading,"White, not of Hispanic origin",3,Grade 3,SOL,English Reading,31,42,73.81
2013-2014,School,62,Nelson County,20,Tye River Elementary,English:Reading,"Black, not of Hispanic origin",3,Grade 3,SOL,English Reading,<,11,<50
