School Year,Division Number,Division Name,Subject,Race,Test Level,Test Source,Test,Total Count,Pass Rate
2012-2013,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,100,44
2012-2013,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,97,46.39
2012-2013,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,97,58.76
2012-2013,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,106,52.83
2012-2013,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,116,47.41
2012-2013,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,662,78.25
2012-2013,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,636,76.89
2012-2013,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,685,81.61
2012-2013,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,667,85.91
2012-2013,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,698,86.39
2012-2013,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,671,86.14
2012-2013,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,99,55.56
2012-2013,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,85,43.53
2012-2013,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,107,42.99
2012-2013,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,94,45.74
2012-2013,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,103,46.6
2012-2013,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,91,40.66
2012-2013,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,131,94.66
2012-2013,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,130,90
2012-2013,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,105,86.67
2012-2013,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,106,90.57
2012-2013,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,85,91.76
2012-2013,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,110,88.18
2012-2013,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,38,50
2012-2013,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,44,54.55
2012-2013,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,43,44.19
2012-2013,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,43,48.84
2012-2013,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,41,41.46
2012-2013,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,37,67.57
2012-2013,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,202,82.18
2012-2013,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,207,76.81
2012-2013,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,207,73.43
2012-2013,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,188,77.13
2012-2013,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,205,76.59
2012-2013,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,199,78.89
2012-2013,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,15,<50
2012-2013,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,15,53.33
2012-2013,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,21,52.38
2012-2013,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,24,50
2012-2013,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,21,66.67
2012-2013,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,19,57.89
2012-2013,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,177,72.32
2012-2013,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,171,66.08
2012-2013,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,180,76.67
2012-2013,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,166,68.07
2012-2013,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,167,69.46
2012-2013,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,185,71.35
2012-2013,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,67,46.27
2012-2013,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,50,42
2012-2013,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,59,59.32
2012-2013,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,75,60
2012-2013,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,62,61.29
2012-2013,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,74,36.49
2012-2013,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,235,77.87
2012-2013,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,228,66.67
2012-2013,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,262,75.57
2012-2013,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,247,78.54
2012-2013,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,252,79.37
2012-2013,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,218,70.18
2012-2013,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,16,<50
2012-2013,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,13,<50
2012-2013,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,16,50
2012-2013,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,22,45.45
2012-2013,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,20,65
2012-2013,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,18,<50
2012-2013,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,111,76.58
2012-2013,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,115,73.04
2012-2013,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,99,84.85
2012-2013,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,110,79.09
2012-2013,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,110,77.27
2012-2013,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,116,72.41
2013-2014,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,93,40.86
2013-2014,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,95,45.26
2013-2014,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,91,49.45
2013-2014,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,97,44.33
2013-2014,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,97,48.45
2013-2014,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,116,50
2013-2014,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,659,78.76
2013-2014,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,654,81.19
2013-2014,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,610,81.31
2013-2014,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,676,84.62
2013-2014,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,678,85.55
2013-2014,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,696,85.2
2013-2014,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,115,50.43
2013-2014,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,98,52.04
2013-2014,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,83,48.19
2013-2014,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,111,38.74
2013-2014,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,99,53.54
2013-2014,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,96,43.75
2013-2014,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,134,93.28
2013-2014,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,123,91.06
2013-2014,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,106,92.45
2013-2014,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,104,84.62
2013-2014,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,100,93
2013-2014,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,83,91.57
2013-2014,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,46,54.35
2013-2014,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,41,56.1
2013-2014,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,43,53.49
2013-2014,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,41,60.98
2013-2014,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,44,43.18
2013-2014,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,41,41.46
2013-2014,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,200,70
2013-2014,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,198,79.29
2013-2014,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,200,81
2013-2014,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,208,76.92
2013-2014,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,186,77.96
2013-2014,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,227,70.93
2013-2014,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,22,36.36
2013-2014,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,15,<50
2013-2014,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,15,53.33
2013-2014,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,20,<50
2013-2014,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,23,56.52
2013-2014,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,22,54.55
2013-2014,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,198,55.56
2013-2014,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,184,72.83
2013-2014,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,174,75.29
2013-2014,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,181,61.88
2013-2014,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,166,74.1
2013-2014,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,168,61.9
2013-2014,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,55,38.18
2013-2014,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,67,47.76
2013-2014,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,53,62.26
2013-2014,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,63,65.08
2013-2014,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,71,60.56
2013-2014,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,68,55.88
2013-2014,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,272,72.06
2013-2014,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,242,73.55
2013-2014,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,235,81.7
2013-2014,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,275,76
2013-2014,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,254,78.74
2013-2014,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,260,72.69
2013-2014,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,15,<50
2013-2014,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,15,<50
2013-2014,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,15,53.33
2013-2014,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,19,<50
2013-2014,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,20,<50
2013-2014,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,21,66.67
2013-2014,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,97,61.86
2013-2014,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,111,75.68
2013-2014,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,113,85.84
2013-2014,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,93,86.02
2013-2014,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,115,73.04
2013-2014,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,107,74.77
2014-2015,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,85,42.35
2014-2015,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,100,40
2014-2015,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,102,47.06
2014-2015,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,95,53.68
2014-2015,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,100,51
2014-2015,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,101,49.5
2014-2015,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,626,80.67
2014-2015,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,684,83.33
2014-2015,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,662,84.14
2014-2015,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,624,83.33
2014-2015,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,680,86.91
2014-2015,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,677,87.44
2014-2015,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,99,68.69
2014-2015,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,115,63.48
2014-2015,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,91,45.05
2014-2015,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,84,59.52
2014-2015,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,106,57.55
2014-2015,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,98,55.1
2014-2015,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,141,91.49
2014-2015,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,117,94.87
2014-2015,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,100,89
2014-2015,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,101,91.09
2014-2015,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,103,92.23
2014-2015,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,88,94.32
2014-2015,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,39,61.54
2014-2015,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,45,57.78
2014-2015,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,42,54.76
2014-2015,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,37,67.57
2014-2015,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,46,69.57
2014-2015,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,41,43.9
2014-2015,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,188,82.45
2014-2015,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,212,79.72
2014-2015,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,211,81.52
2014-2015,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,201,88.56
2014-2015,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,198,83.84
2014-2015,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,190,77.89
2014-2015,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,16,56.25
2014-2015,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,27,48.15
2014-2015,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,16,62.5
2014-2015,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,19,52.63
2014-2015,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,22,63.64
2014-2015,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,24,62.5
2014-2015,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,191,65.45
2014-2015,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,197,63.96
2014-2015,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,179,75.42
2014-2015,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,179,73.74
2014-2015,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,183,77.6
2014-2015,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,182,72.53
2014-2015,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,68,54.41
2014-2015,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,53,56.6
2014-2015,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,67,56.72
2014-2015,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,60,63.33
2014-2015,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,67,73.13
2014-2015,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,70,71.43
2014-2015,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,240,75.42
2014-2015,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,271,77.86
2014-2015,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,253,83
2014-2015,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,234,77.78
2014-2015,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,274,83.58
2014-2015,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,248,81.85
2014-2015,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,16,75
2014-2015,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,14,50
2014-2015,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,18,<50
2014-2015,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,16,68.75
2014-2015,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,21,61.9
2014-2015,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,20,<50
2014-2015,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,98,78.57
2014-2015,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,97,64.95
2014-2015,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,114,78.07
2014-2015,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,111,86.49
2014-2015,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,97,82.47
2014-2015,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,113,72.57
2015-2016,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,105,53.33
2015-2016,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,98,53.06
2015-2016,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,109,49.54
2015-2016,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,109,44.95
2015-2016,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,98,63.27
2015-2016,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,100,37
2015-2016,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,689,82.44
2015-2016,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,620,84.03
2015-2016,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,658,86.47
2015-2016,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,646,84.52
2015-2016,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,633,88.94
2015-2016,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,683,84.33
2015-2016,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,133,51.13
2015-2016,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,99,62.63
2015-2016,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,111,47.75
2015-2016,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,76,47.37
2015-2016,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,85,68.24
2015-2016,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,94,46.81
2015-2016,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,133,86.47
2015-2016,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,136,88.24
2015-2016,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,88,89.77
2015-2016,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,94,90.43
2015-2016,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,97,96.91
2015-2016,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,99,84.85
2015-2016,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,30,60
2015-2016,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,37,62.16
2015-2016,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,41,56.1
2015-2016,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,42,64.29
2015-2016,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,38,71.05
2015-2016,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,41,56.1
2015-2016,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,188,78.19
2015-2016,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,190,86.32
2015-2016,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,206,80.1
2015-2016,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,211,80.09
2015-2016,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,198,88.89
2015-2016,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,200,80
2015-2016,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,<,>50
2015-2016,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,14,57.14
