fall_membership_statistics (1),,,,,,,,,,
School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disadvantaged,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2012-2013,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,96,,96
2012-2013,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,161,,161
2012-2013,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,38,,38
2012-2013,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,57,,57
2012-2013,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,14,,14
2012-2013,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,147,,147
2012-2013,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,23,,23
2012-2013,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,128,,128
2012-2013,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,22,,22
2012-2013,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,77,,77
2012-2013,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,20,,20
2012-2013,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,172,,172
2012-2013,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,44,,44
2012-2013,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,330",,"1,330"
2012-2013,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,324,,324
2012-2013,School,32,Fluvanna County,300,Central Elementary,"Black, not of Hispanic origin",Y,63,,63
2012-2013,School,32,Fluvanna County,300,Central Elementary,"White, not of Hispanic origin",Y,100,,100
2012-2013,School,32,Fluvanna County,270,Columbia District Elementary,"Black, not of Hispanic origin",Y,24,,24
2012-2013,School,32,Fluvanna County,270,Columbia District Elementary,"White, not of Hispanic origin",Y,17,,17
2012-2013,School,32,Fluvanna County,290,Cunningham District Elementary,"Black, not of Hispanic origin",Y,31,,31
2012-2013,School,32,Fluvanna County,290,Cunningham District Elementary,"White, not of Hispanic origin",Y,49,,49
2012-2013,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,130,,130
2012-2013,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,218,,218
2012-2013,School,32,Fluvanna County,20,Fluvanna Middle,"Black, not of Hispanic origin",Y,94,,94
2012-2013,School,32,Fluvanna County,20,Fluvanna Middle,"White, not of Hispanic origin",Y,162,,162
2012-2013,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,387,,387
2012-2013,School,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,45,,45
2012-2013,School,32,Fluvanna County,,,"White, not of Hispanic origin",Y,97,,97
2012-2013,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,643,,643
2012-2013,School,39,Greene County,10,Greene County Primary,"Black, not of Hispanic origin",Y,24,,24
2012-2013,School,39,Greene County,10,Greene County Primary,"White, not of Hispanic origin",Y,177,,177
2012-2013,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,21,,21
2012-2013,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,128,<,129
2012-2013,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,38,,38
2012-2013,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,104,,104
2012-2013,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,37,,37
2012-2013,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,182,,182
2012-2013,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,50,,50
2012-2013,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,159,,159
2012-2013,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,170,,170
2012-2013,Division,39,Greene County,,,"White, not of Hispanic origin",Y,750,<,751
2012-2013,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,54,,54
2012-2013,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,196,,196
2012-2013,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,178,,178
2012-2013,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,309,,309
2012-2013,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,157,,157
2012-2013,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,264,,264
2012-2013,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,111,,111
2012-2013,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,136,,136
2012-2013,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,83,,83
2012-2013,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,192,,192
2012-2013,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,43,,43
2012-2013,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,157,,157
2012-2013,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,626,,626
2012-2013,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,"1,254",,"1,254"
2012-2013,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,56,,56
2012-2013,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,142,,142
2012-2013,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,50,,50
2012-2013,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,160,,160
2012-2013,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,10,,10
2012-2013,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,143,,143
2012-2013,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,72,,72
2012-2013,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,162,,162
2012-2013,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,188,,188
2012-2013,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,607,,607
2013-2014,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,84,,84
2013-2014,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,46,,46
2013-2014,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"Black, not of Hispanic origin",Y,<,,<
2013-2014,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,<,,<
2013-2014,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,147,,147
2013-2014,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,128,,128
2013-2014,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,26,,26
2013-2014,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,47,,47
2013-2014,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,18,,18
2013-2014,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,59,,59
2013-2014,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,43,,43
2013-2014,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,10,,10
2013-2014,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,70,,70
2013-2014,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,12,,12
2013-2014,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,52,,52
2013-2014,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,<,,<
2013-2014,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,21,,21
2013-2014,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,102,,102
2013-2014,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,66,,66
2013-2014,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,74,,74
2013-2014,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,57,,57
2013-2014,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,16,,16
2013-2014,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,58,,58
2013-2014,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,22,,22
2013-2014,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,98,,98
2013-2014,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,144,,144
2013-2014,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,80,,80
2013-2014,School,2,Albemarle County,250,Meriwether Lewis Elementary,"Black, not of Hispanic origin",Y,<,,<
2013-2014,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,18,,18
2013-2014,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,75,,75
2013-2014,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,148,,148
2013-2014,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,19,,19
2013-2014,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,35,,35
2013-2014,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,<,,<
2013-2014,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,17,,17
2013-2014,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,29,,29
2013-2014,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,53,,53
2013-2014,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,<,,<
2013-2014,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,53,,53
2013-2014,School,2,Albemarle County,30,Scottsville Elementary,"Black, not of Hispanic origin",Y,<,,<
2013-2014,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,63,,63
2013-2014,School,2,Albemarle County,920,Stone Robinson Elementary,"Black, not of Hispanic origin",Y,28,,28
2013-2014,School,2,Albemarle County,920,Stone Robinson Elementary,"White, not of Hispanic origin",Y,67,,67
2013-2014,School,2,Albemarle County,240,Stony Point Elementary,"Black, not of Hispanic origin",Y,28,,28
2013-2014,School,2,Albemarle County,240,Stony Point Elementary,"White, not of Hispanic origin",Y,26,,26
2013-2014,School,2,Albemarle County,910,Virginia L. Murray Elementary,"Black, not of Hispanic origin",Y,<,,<
2013-2014,School,2,Albemarle County,910,Virginia L. Murray Elementary,"White, not of Hispanic origin",Y,14,,14
2013-2014,School,2,Albemarle County,140,Western Albemarle High,"Black, not of Hispanic origin",Y,23,,23
2013-2014,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,52,<,53
2013-2014,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,81,,81
2013-2014,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,25,,25
2013-2014,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,970,,970
2013-2014,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,"1,403",<,"1,404"
2013-2014,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,163,,163
2013-2014,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,27,,27
2013-2014,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,100,,100
2013-2014,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,35,,35
2013-2014,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,293,,293
2013-2014,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,74,,74
2013-2014,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,170,,170
2013-2014,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,35,,35
2013-2014,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,54,,54
2013-2014,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,18,,18
2013-2014,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,153,,153
2013-2014,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,32,,32
2013-2014,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,136,,136
2013-2014,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,21,,21
2013-2014,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,68,,68
2013-2014,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,17,,17
2013-2014,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,163,,163
2013-2014,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,47,,47
2013-2014,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,300",,"1,300"
2013-2014,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,306,,306
2013-2014,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,58,,58
2013-2014,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,94,,94
2013-2014,School,32,Fluvanna County,310,Central Elementary,"Black, not of Hispanic origin",Y,51,,51
2013-2014,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,85,,85
2013-2014,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,117,,117
2013-2014,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,206,,206
2013-2014,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,91,,91
2013-2014,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,141,,141
2013-2014,School,32,Fluvanna County,330,West Central Primary School,"Black, not of Hispanic origin",Y,36,,36
2013-2014,School,32,Fluvanna County,330,West Central Primary School,"White, not of Hispanic origin",Y,60,,60
2013-2014,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,353,,353
2013-2014,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,586,,586
2013-2014,School,39,Greene County,10,Greene County Primary,"Black, not of Hispanic origin",Y,18,,18
2013-2014,School,39,Greene County,10,Greene County Primary,"White, not of Hispanic origin",Y,149,,149
2013-2014,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,16,,16
2013-2014,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,160,,160
2013-2014,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,35,,35
2013-2014,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,101,,101
2013-2014,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,41,,41
2013-2014,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,198,<,199
2013-2014,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,50,,50
2013-2014,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,175,,175
2013-2014,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,160,,160
2013-2014,Division,39,Greene County,,,"White, not of Hispanic origin",Y,783,<,784
2013-2014,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,51,,51
2013-2014,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,198,,198
2013-2014,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,179,,179
2013-2014,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,299,,299
2013-2014,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,135,,135
2013-2014,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,312,,312
2013-2014,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,111,,111
2013-2014,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,120,,120
2013-2014,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,83,,83
2013-2014,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,195,,195
2013-2014,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,49,,49
2013-2014,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,133,,133
2013-2014,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,608,,608
2013-2014,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,"1,257",,"1,257"
2013-2014,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,54,,54
2013-2014,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,160,,160
2013-2014,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,47,,47
2013-2014,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,149,,149
2013-2014,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,18,,18
2013-2014,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,155,,155
2013-2014,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,75,,75
2013-2014,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,161,,161
2013-2014,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,194,,194
2013-2014,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,625,,625
2014-2015,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,84,,84
2014-2015,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,51,,51
2014-2015,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"Black, not of Hispanic origin",Y,<,,<
2014-2015,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,11,,11
2014-2015,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,159,,159
2014-2015,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,127,,127
2014-2015,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,17,,17
2014-2015,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,47,,47
2014-2015,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,25,,25
2014-2015,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,52,,52
2014-2015,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,<,,<
2014-2015,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,34,,34
2014-2015,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,11,,11
2014-2015,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,72,,72
2014-2015,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,<,,<
2014-2015,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,70,,70
2014-2015,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,<,,<
2014-2015,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,26,,26
2014-2015,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,95,,95
2014-2015,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,59,,59
2014-2015,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,58,,58
2014-2015,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,48,,48
2014-2015,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,<,,<
2014-2015,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,63,,63
2014-2015,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,25,,25
2014-2015,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,102,,102
2014-2015,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,175,,175
2014-2015,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,79,,79
2014-2015,School,2,Albemarle County,250,Meriwether Lewis Elementary,"Black, not of Hispanic origin",Y,<,,<
2014-2015,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,25,,25
2014-2015,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,86,,86
2014-2015,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,151,,151
2014-2015,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,21,,21
2014-2015,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,51,,51
2014-2015,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,<,,<
2014-2015,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,18,,18
2014-2015,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,29,,29
2014-2015,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,56,,56
2014-2015,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,<,,<
2014-2015,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,61,,61
2014-2015,School,2,Albemarle County,30,Scottsville Elementary,"Black, not of Hispanic origin",Y,<,,<
2014-2015,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,64,,64
2014-2015,School,2,Albemarle County,920,Stone Robinson Elementary,"Black, not of Hispanic origin",Y,26,,26
2014-2015,School,2,Albemarle County,920,Stone Robinson Elementary,"White, not of Hispanic origin",Y,64,,64
2014-2015,School,2,Albemarle County,240,Stony Point Elementary,"Black, not of Hispanic origin",Y,21,,21
2014-2015,School,2,Albemarle County,240,Stony Point Elementary,"White, not of Hispanic origin",Y,25,,25
2014-2015,School,2,Albemarle County,910,Virginia L. Murray Elementary,"Black, not of Hispanic origin",Y,10,,10
2014-2015,School,2,Albemarle County,910,Virginia L. Murray Elementary,"White, not of Hispanic origin",Y,<,,<
2014-2015,School,2,Albemarle County,140,Western Albemarle High,"Black, not of Hispanic origin",Y,22,,22
2014-2015,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,50,,50
2014-2015,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,62,,62
2014-2015,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,21,,21
2014-2015,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,965,,965
2014-2015,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,"1,433",,"1,433"
2014-2015,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,172,,172
2014-2015,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,39,,39
2014-2015,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,97,,97
2014-2015,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,44,,44
2014-2015,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,341,,341
2014-2015,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,83,,83
2014-2015,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,183,,183
2014-2015,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,44,,44
2014-2015,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,60,,60
2014-2015,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,26,,26
2014-2015,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,163,,163
2014-2015,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,21,,21
2014-2015,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,157,,157
2014-2015,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,23,,23
2014-2015,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,85,,85
2014-2015,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,19,,19
2014-2015,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,163,,163
2014-2015,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,39,,39
2014-2015,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,421",,"1,421"
2014-2015,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,338,,338
2014-2015,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,59,,59
2014-2015,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,86,,86
2014-2015,School,32,Fluvanna County,310,Central Elementary,"Black, not of Hispanic origin",Y,53,,53
2014-2015,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,101,,101
2014-2015,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,121,,121
2014-2015,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,200,,200
2014-2015,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,82,,82
2014-2015,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,149,,149
2014-2015,School,32,Fluvanna County,330,West Central Primary,"Black, not of Hispanic origin",Y,22,,22
2014-2015,School,32,Fluvanna County,330,West Central Primary,"White, not of Hispanic origin",Y,61,,61
2014-2015,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,337,,337
2014-2015,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,597,,597
2014-2015,School,39,Greene County,10,Greene County Primary,"Black, not of Hispanic origin",Y,20,,20
2014-2015,School,39,Greene County,10,Greene County Primary,"White, not of Hispanic origin",Y,181,,181
2014-2015,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,22,,22
2014-2015,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,192,,192
2014-2015,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,39,,39
