School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disabled,Disability Type,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2011-2012,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,28,,28
2011-2012,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,13,,13
2011-2012,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Other Health Impairments,11,,11
2011-2012,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,30,,30
2011-2012,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2011-2012,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Intellectual Disabilities,14,,14
2011-2012,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Other Health Impairments,34,,34
2011-2012,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,78,,78
2011-2012,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2011-2012,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Emotional Disturbance,31,,31
2011-2012,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2011-2012,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,12,,12
2011-2012,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,10,,10
2011-2012,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Autism,19,,19
2011-2012,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2011-2012,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Other Health Impairments,21,,21
2011-2012,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,53,,53
2011-2012,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,19,,19
2011-2012,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Autism,14,,14
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,11,,11
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,12,,12
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,17,,17
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,10,,10
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,17,,17
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2011-2012,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Autism,12,,12
2011-2012,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Speech or Language Impairments,19,,19
2011-2012,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,64,,64
2011-2012,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Other Health Impairments,38,,38
2011-2012,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2011-2012,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Intellectual Disabilities,27,,27
2011-2012,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2011-2012,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Emotional Disturbance,19,,19
2011-2012,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Speech or Language Impairments,72,,72
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Specific Learning Disabilities,179,,179
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Other Health Impairments,81,,81
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Intellectual Disabilities,26,,26
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Emotional Disturbance,68,,68
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Developmental Delay,17,,17
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,Autism,49,,49
2011-2012,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2011-2012,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,11,,11
2011-2012,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2011-2012,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,Emotional Disturbance,10,,10
2011-2012,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,22,,22
2011-2012,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,Other Health Impairments,12,,12
2011-2012,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,16,,16
2011-2012,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,12,<,13
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,11,,11
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,12,,12
2011-2012,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,22,,22
2011-2012,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2011-2012,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,Autism,<,,<
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,17,,17
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Specific Learning Disabilities,54,,54
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Speech or Language Impairments,37,<,38
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Other Health Impairments,35,,35
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Developmental Delay,15,,15
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Emotional Disturbance,16,,16
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Autism,15,,15
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,,,
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2012-2013,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2012-2013,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,17,,17
2012-2013,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Other Health Impairments,13,,13
2012-2013,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2012-2013,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2012-2013,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,37,,37
2012-2013,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Other Health Impairments,21,,21
2012-2013,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2012-2013,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Intellectual Disabilities,12,,12
2012-2013,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Autism,17,,17
2012-2013,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Emotional Disturbance,13,,13
2012-2013,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,,,
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,,,
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,10,,10
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2012-2013,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,10,,10
2012-2013,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2012-2013,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2012-2013,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,14,,14
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
